component,time,signal
Test_9_run_7,734210.8682961826,33.3905632702322
Test_9_run_7,734210.868851861,33.72051867619058
Test_9_run_7,734210.8694072826,32.37871795710674
Test_9_run_7,734210.8699629231,33.26244675591754
Test_9_run_7,734210.8705193506,33.54932030466327
Test_9_run_7,734210.8710747261,32.996219201196716
Test_9_run_7,734210.8716283198,33.05790542225804
Test_9_run_7,734210.8721841654,34.45982983440427
Test_9_run_7,734210.8727394047,33.02867798738429
Test_9_run_7,734210.8732952372,32.766867480421425
Test_9_run_7,734210.8738538567,32.99777350452399
Test_9_run_7,734210.8744084409,32.598838412743476
Test_9_run_7,734210.8749625494,33.646492793007106
Test_9_run_7,734210.8755182142,32.87016451061557
Test_9_run_7,734210.8760740319,33.65453850061181
Test_9_run_7,734210.8766279095,32.5913437762448
Test_9_run_7,734210.8771860992,32.98417126559998
Test_5_run_1,734191.5574216987,102.75006500364763
Test_5_run_1,734191.5574983188,90.07075472931058
Test_5_run_1,734191.5575749918,102.76943463264149
Test_5_run_1,734191.5576536922,103.21650790657048
Test_5_run_1,734191.5577303892,90.16411058567638
Test_5_run_1,734191.5578069512,103.07861344017527
Test_5_run_1,734191.5578856454,103.1821132551372
Test_5_run_1,734191.5579624523,96.62547964442759
Test_5_run_1,734191.5580389447,103.1133355572545
Test_5_run_1,734191.5581182911,97.04921895001438
Test_5_run_1,734191.5581948943,90.72023311320893
Test_5_run_1,734191.5582714754,103.382689585388
Test_5_run_1,734191.5583493179,103.38234098480228
Test_5_run_1,734191.5584279466,96.83900900625838
Test_5_run_1,734191.5585048206,32.9149350338107
Test_5_run_1,734191.5585816898,43.15646722820842
Test_5_run_1,734191.5586591609,64.88276252073913
Test_5_run_1,734191.5587363221,85.44681190386574
Test_5_run_1,734191.5588160076,85.24429505143976
Test_5_run_1,734191.5588934969,77.36567050025906
Test_5_run_1,734191.558970768,79.56669588790757
Test_5_run_1,734191.5590480461,78.86060619644952
Test_5_run_1,734191.5591253234,91.81038241384874
Test_5_run_1,734191.5592025232,78.62836045312419
Test_5_run_1,734191.5592796534,19.17087321671386
Test_5_run_1,734191.559356441,33.35755449713935
Test_5_run_1,734191.5594340115,55.74256727340559
Test_5_run_1,734191.5595114649,65.51824674174806
Test_5_run_1,734191.5595889414,67.53251979211639
Test_5_run_1,734191.5596664344,65.4118763577905
Test_5_run_1,734191.559743876,67.62631230117198
Test_5_run_1,734191.5598213274,65.43169392827339
Test_5_run_1,734191.559898786,67.35639855957923
Test_5_run_1,734191.5599762355,64.94466433123323
Test_5_run_1,734191.5600538249,55.57884498293574
Test_5_run_1,734191.560130926,1.505840384639557
Test_5_run_1,734191.5602075361,19.4956295676995
Test_5_run_1,734191.5602850086,39.90833913748037
Test_5_run_1,734191.5603626355,37.64356842883019
Test_5_run_1,734191.5604403885,52.52728615179018
Test_5_run_1,734191.5605177798,43.57567252572263
Test_5_run_1,734191.5605948452,14.480423861563782
Test_5_run_1,734191.5606712017,1.7989414536914825
Test_5_run_1,734191.560749883,1.854916792520672
Test_5_run_1,734191.5608287997,13.81579903057941
Test_5_run_1,734191.560905855,20.827011620643393
Test_5_run_1,734191.5609828513,19.60855449747629
Test_5_run_1,734191.5610599928,33.36632683732071
Test_5_run_1,734191.5611371828,25.52607063362018
Test_5_run_1,734191.5612141942,20.75804231892224
Test_5_run_1,734191.5612913392,37.367488641517156
Test_5_run_1,734191.5613708973,19.68780357154521
Test_5_run_1,734191.5614479297,14.463097240567157
Test_5_run_1,734191.5615243681,1.9548066028124012
Test_5_run_1,734191.5616030665,2.0196448819883424
Test_5_run_1,734191.5616794531,2.105143218701323
Test_5_run_1,734191.5617558319,2.142791441088255
Test_5_run_1,734191.5618345417,2.1268744133145727
Test_5_run_1,734191.5619109238,2.1515420910296
Test_5_run_1,734191.5619872991,2.1313046542306604
Test_5_run_1,734191.5620660089,2.1992512249883656
Test_5_run_1,734191.5621446971,2.1832461218107073
Test_5_run_1,734191.5622210901,2.2397718977675285
Test_5_run_1,734191.5622974748,2.1681635007649263
Test_5_run_1,734191.5623761622,2.1736810030034532
Test_5_run_1,734191.5624548746,2.1895696272907883
Test_5_run_1,734191.5625312522,2.205003413541634
Test_5_run_1,734191.5626076376,2.232226230554247
Test_5_run_1,734191.5626863405,2.223535568504875
Test_5_run_1,734191.5627627242,2.2136537221040617
Test_5_run_1,734191.5628391115,2.218980520954137
Test_5_run_1,734191.5629178185,2.2747797385385238
Test_5_run_1,734191.5629965148,2.3724186161405516
Test_5_run_1,734191.5630728942,2.431539139407817
Test_5_run_1,734191.5631492852,2.424233126303577
Test_5_run_1,734191.5632279793,2.361910882103597
Test_5_run_1,734191.5633066817,2.408119679691498
Test_5_run_1,734191.5633833051,44.545064625564024
Test_5_run_1,734191.5634604316,13.672148456252787
Test_5_run_1,734191.5635373828,14.364774389851748
Test_5_run_1,734191.563614006,2.3738535889215115
Test_5_run_1,734191.5636933687,13.71162436820525
Test_5_run_1,734191.5637700527,14.492069229324022
Test_5_run_1,734191.5638466618,2.3896290154751445
Test_5_run_1,734191.5639258898,13.722208816077746
Test_5_run_1,734191.564002286,2.3644153860520594
Test_5_run_1,734191.5640793266,13.703756892736312
Test_5_run_1,734191.5641558392,14.47448479424177
Test_5_run_1,734191.564232617,2.374838085249161
Test_5_run_1,734191.5643116776,13.740539761250998
Test_5_run_1,734191.5643883095,2.4100152452070027
Test_5_run_1,734191.5644652322,13.681395867837338
Test_5_run_1,734191.5645439345,2.404507981666627
Test_5_run_1,734191.5646209635,14.466679426859663
Test_5_run_1,734191.56469747,13.837527153159497
Test_5_run_1,734191.5647764958,2.3946326861547798
Test_5_run_1,734191.5648531156,14.495246805000818
Test_5_run_1,734191.5649298795,2.419603449668498
Test_5_run_1,734191.5650086561,13.81410380407268
Test_5_run_1,734191.565085633,2.4582098230591196
Test_5_run_1,734191.5651619349,2.4890927176146564
Test_5_run_1,734191.5652411322,13.820585715026299
Test_5_run_1,734191.5653176077,2.4812642303080854
Test_5_run_1,734191.5653943361,13.886551882579768
Test_5_run_1,734191.5654732782,2.4626191954844754
Test_5_run_1,734191.5655497172,8.43692588808656
Test_5_run_1,734191.565626698,8.154520902128231
Test_5_run_1,734191.56570535,2.4493367884323143
Test_5_run_1,734191.565782385,14.4849048994501
Test_5_run_1,734191.5658587364,2.464331327105882
Test_5_run_1,734191.5659379126,13.733530124096896
Test_5_run_1,734191.566014435,2.4726189542150223
Test_5_run_1,734191.5660911112,13.79754580111972
Test_5_run_1,734191.5661701246,2.4502842725767797
Test_5_run_1,734191.5662467361,14.536758726323066
Test_5_run_1,734191.566323496,2.42692205940191
Test_5_run_1,734191.5663999609,14.30747581996089
Test_5_run_1,734191.5664770922,2.4431221485512835
Test_5_run_1,734191.5665557224,2.465248977620763
Test_5_run_1,734191.566635083,13.682240669553707
Test_5_run_1,734191.5667114373,2.442174471016829
Test_5_run_1,734191.5667883401,13.733006124648444
Test_5_run_1,734191.566867095,2.4634175754421315
Test_5_run_1,734191.5669439445,14.469347541249379
Test_5_run_1,734191.5670204826,2.4803035969094798
Test_5_run_1,734191.5670995398,13.703656026243063
Test_5_run_1,734191.567176161,2.4431137484355743
Test_5_run_1,734191.5672526,8.04128038258984
Test_5_run_1,734191.5673319022,8.110076748683671
Test_5_run_1,734191.5674082342,2.480227630553144
Test_5_run_1,734191.5674852321,13.68273242474848
Test_5_run_1,734191.5675639767,2.447948306594465
Test_5_run_1,734191.5676409143,14.334783649153277
Test_5_run_1,734191.5677173442,2.4619270764748094
Test_5_run_1,734191.567796363,13.60739900717926
Test_5_run_1,734191.5678730628,2.5768316109196907
Test_5_run_1,734191.5679494417,3.2000275092946358
Test_5_run_1,734191.5680281345,3.0302682101294187
Test_5_run_1,734191.5681045284,2.9963862505508785
Test_5_run_1,734191.5681809062,2.963917649596966
Test_5_run_1,734191.5682596071,2.988658412712583
Test_5_run_1,734191.5683383081,2.910884737439386
Test_5_run_1,734191.5684146933,2.831336116112347
Test_5_run_1,734191.5684910777,2.8429945766505105
Test_5_run_1,734191.5685697801,2.8439855671211984
Test_5_run_1,734191.568648466,2.878336923071086
Test_5_run_1,734191.5687248575,2.8806850471488303
Test_5_run_1,734191.5688012391,2.852890624772466
Test_5_run_1,734191.5688799401,2.83527710119321
Test_5_run_1,734191.568956326,2.8946928695604166
Test_5_run_1,734191.5690327083,2.9025309559415082
Test_5_run_1,734191.5691114127,2.832596802170461
Test_5_run_1,734191.5691901062,2.8309730626807657
Test_5_run_1,734191.5692664952,2.8247581047703787
Test_5_run_1,734191.5693428826,2.840358830991869
Test_5_run_1,734191.5694215748,2.8071248150028674
Test_5_run_1,734191.5694979717,2.806142196349615
Test_5_run_1,734191.569574345,2.7693612325189245
Test_5_run_1,734191.5696530461,2.7559520103893713
Test_5_run_1,734191.5697317497,2.812119146951558
Test_5_run_1,734191.569808133,2.7611326015757416
Test_5_run_1,734191.5698845153,2.8163577731624234
Test_5_run_1,734191.5699632169,2.8080243891198453
Test_5_run_1,734191.570041909,2.820802946037084
Test_5_run_1,734191.5701183081,2.764211897010887
Test_5_run_1,734191.570194682,2.8881331878953245
Test_5_run_1,734191.5702733817,2.9271870494031695
Test_5_run_1,734191.5703497793,2.8037212868555
Test_5_run_1,734191.5704261553,2.749652417264983
Test_5_run_1,734191.5705048516,2.759190967490679
Test_5_run_1,734191.5705835485,2.7595003672648097
Test_5_run_1,734191.5706599327,2.8351412635675266
Test_5_run_1,734191.5707363187,2.8930076617563127
Test_5_run_1,734191.5708150198,2.7417946016078747
Test_5_run_1,734191.5708937126,2.7483868988901485
Test_5_run_1,734191.5709701064,2.7938409414699015
Test_5_run_1,734191.5710464882,2.7493802543134698
Test_5_run_1,734191.5711251914,2.9472796154931067
Test_5_run_1,734191.571201569,2.7296745559289928
Test_5_run_1,734191.5712779535,2.740458889401835
Test_5_run_1,734191.5713566531,2.740870499678845
Test_5_run_1,734191.5714353527,2.7854615290621494
Test_5_run_1,734191.5715117332,2.8376973023538183
Test_5_run_1,734191.5715881216,2.740468829031839
Test_5_run_1,734191.5716668172,2.9434131207679766
Test_5_run_1,734191.5717432024,3.140033699565895
Test_5_run_1,734191.5718195867,2.8578180457997444
Test_5_run_1,734191.5718982877,2.7519144738432826
Test_5_run_1,734191.5719769907,2.7411589531182634
Test_5_run_1,734191.5720533717,2.761133731078721
Test_5_run_1,734191.5721297542,2.7266996774622436
Test_5_run_1,734191.5722084504,2.8181725375580404
Test_5_run_1,734191.5722871542,2.944265298670329
Test_5_run_1,734191.5723635395,2.8663432045992243
Test_5_run_1,734191.5724399259,2.823149373675964
Test_5_run_1,734191.5725186199,2.819630546544999
Test_5_run_1,734191.5725950102,2.8068877867674424
Test_5_run_1,734191.5726713876,2.8729872473011295
Test_5_run_1,734191.5727500961,2.8122925338384266
Test_5_run_1,734191.5728287956,2.7806239237856865
Test_5_run_1,734191.5729051714,2.8040867731144017
Test_5_run_1,734191.5729815591,2.831995321750135
Test_5_run_1,734191.5730602602,2.8485747470544953
Test_5_run_1,734191.5731366478,3.071573758758679
Test_5_run_1,734191.5732130317,3.093923603143316
Test_5_run_1,734191.5732917245,2.9848778232011086
Test_5_run_1,734191.5733704297,3.1001322722229263
Test_5_run_1,734191.5734468142,3.0595848156966956
Test_5_run_1,734191.5735231992,2.91538665616945
Test_5_run_1,734191.5736018987,2.821776076537067
Test_5_run_1,734191.5736805917,3.0983645167648093
Test_5_run_1,734191.5737569792,3.0361465254114024
Test_5_run_1,734191.5738333646,6.230575474447315
Test_5_run_1,734191.5739120567,5.5758113613925895
Test_5_run_1,734191.5739884534,4.587101706332321
Test_5_run_1,734191.5740648297,6.946015582294984
Test_5_run_1,734191.574143528,15.28095830085762
Test_5_run_1,734191.5742222351,9.021723308463466
Test_5_run_1,734191.5742986125,2.5165696000589968
Test_5_run_1,734191.5743750008,2.556259213455466
Test_5_run_1,734191.5744537031,2.7081259883163935
Test_5_run_1,734191.5745323924,2.730787751602302
Test_5_run_1,734191.5746087825,2.770283888599103
Test_5_run_1,734191.5746851641,2.758842159727947
Test_5_run_1,734191.5747638678,2.748753556117345
Test_5_run_1,734191.5748402525,2.7487983774458464
Test_5_run_1,734191.5749166326,2.8070809894607285
Test_5_run_1,734191.5749953383,2.8317611637275983
Test_5_run_1,734191.5750740373,2.9774738034973773
Test_5_run_1,734191.5751504159,3.1495618650884554
Test_5_run_1,734191.5752268021,2.9831453926446163
Test_5_run_1,734191.5753054944,3.3167326615564185
Test_5_run_1,734191.5753818837,3.1127177918504745
Test_5_run_1,734191.5754582653,3.076890097130901
Test_5_run_1,734191.5755369676,2.8493921324638314
Test_5_run_1,734191.5756156666,3.040530291000362
Test_5_run_1,734191.5756920471,3.1121566883730782
Test_5_run_1,734191.5757684401,2.734595904001199
Test_5_run_1,734191.5758471311,2.905964664306219
Test_5_run_1,734191.5759258313,2.739113501127277
Test_5_run_1,734191.57600222,2.7729134217260913
Test_5_run_1,734191.5760786022,2.909994340567341
Test_5_run_1,734191.5761573032,3.2353236549509776
Test_5_run_1,734191.5762336885,3.369245995357114
Test_5_run_1,734191.5763100681,3.527167101164156
Test_5_run_1,734191.5763887737,3.2291900698750267
Test_5_run_1,734191.576467466,3.3527211087139936
Test_5_run_1,734191.5765438484,3.170396627960025
Test_5_run_1,734191.5766202471,3.226423118361991
Test_5_run_1,734191.5766989379,3.0465665711558514
Test_5_run_1,734191.5767776334,3.090435624149413
Test_5_run_1,734191.5768540256,3.2531011244933916
Test_5_run_1,734191.5769303996,3.5024523731900206
Test_5_run_1,734191.5770091115,3.4035316883089632
Test_5_run_1,734191.5770854984,2.991130731018708
Test_5_run_1,734191.5771618723,3.3169707228345606
Test_5_run_1,734191.5772405841,2.9157599030266788
Test_5_run_1,734191.5773192735,3.5200737482430604
Test_5_run_1,734191.577395667,2.9877704159255147
Test_5_run_1,734191.5774720507,2.8384809007101586
Test_5_run_1,734191.5775507421,2.9567713806216624
Test_5_run_1,734191.5776271354,2.847341163475959
Test_5_run_1,734191.5777035172,2.887945354924467
Test_5_run_1,734191.5777822133,3.1338273284107845
Test_5_run_1,734191.577860913,2.941168433828343
Test_5_run_1,734191.5779372996,2.933151189178711
Test_5_run_1,734191.5780136941,3.287534169924443
Test_5_run_1,734191.5780923937,3.451705258412036
Test_5_run_1,734191.5781710935,3.2541358830539235
Test_5_run_1,734191.5782474775,3.299776054913781
Test_5_run_1,734191.5783238624,3.2453443640940045
Test_5_run_1,734191.5784025687,2.9614565221752738
Test_5_run_1,734191.5784789424,2.9232841231242737
Test_5_run_1,734191.5785553282,2.8938121899254092
Test_5_run_1,734191.5786340353,2.9829156063497457
Test_5_run_1,734191.578712726,2.925884615381582
Test_5_run_1,734191.5787891103,2.989588464462905
Test_5_run_1,734191.5788655025,2.954564146364218
Test_5_run_1,734191.5789441932,2.960861575560447
Test_5_run_1,734191.5790205809,3.078880728590903
Test_5_run_1,734191.5790969663,2.952399597352713
Test_5_run_1,734191.5791756563,2.99864186272718
Test_5_run_1,734191.5792543716,3.1537154100480334
Test_5_run_1,734191.5793307524,2.9773750722880545
Test_5_run_1,734191.5794071316,3.0381584640505674
Test_5_run_1,734191.5794858395,3.0301332793155744
Test_5_run_1,734191.5795645295,3.0205473821156463
Test_5_run_1,734191.5796409209,2.9693013361682237
Test_5_run_1,734191.5797173033,3.0059139193837106
Test_5_run_1,734191.5797959927,3.204497158658215
Test_5_run_1,734191.5798723886,3.315531539301503
Test_5_run_1,734191.5799487745,3.223008144833039
Test_5_run_1,734191.58002747,3.135169629877684
Test_5_run_1,734191.5801061757,3.019660537096135
Test_5_run_1,734191.5801825514,2.9998690226713114
Test_5_run_1,734191.5802589413,3.0053664123588497
Test_5_run_1,734191.5803376369,3.03643615768942
Test_5_run_1,734191.5804163303,3.06269681605063
Test_23_run_1,734348.7191820631,150.7018766898374
Test_23_run_1,734348.7196757016,101.12924596485398
Test_23_run_1,734348.7201702325,130.88097520640693
Test_23_run_1,734348.720664195,78.2385459501848
Test_23_run_1,734348.7211585451,78.44665502250429
Test_23_run_1,734348.7216524333,65.74118393388173
Test_23_run_1,734348.7221470029,77.80691420612044
Test_23_run_1,734348.7226416324,74.20691658023496
Test_23_run_1,734348.7231363585,76.34757182609957
Test_23_run_1,734348.7236311972,78.05833057823554
Test_23_run_1,734348.7241261452,71.74371317845024
Test_23_run_1,734348.7246208335,75.79532252176561
Test_23_run_1,734348.7251156716,76.54067382170663
Test_23_run_1,734348.7256104641,75.6538213500584
Test_23_run_1,734348.7261052777,75.28559136450482
Test_23_run_1,734348.7266000955,74.78047290355966
Test_23_run_1,734348.7270948907,71.32890200333182
Test_23_run_1,734348.7275874604,70.8089536545371
Test_23_run_1,734348.7280801698,72.78737535597108
Test_23_run_1,734348.7285751888,71.97552205028789
Test_23_run_1,734348.7290701887,71.53971183358765
Test_23_run_1,734348.7295651579,70.78477897884991
Test_23_run_1,734348.7300601171,69.12541004158109
Test_23_run_1,734348.7305551063,68.20503868498625
Test_23_run_1,734348.731050139,69.07994131047795
Test_23_run_1,734348.7315428742,66.51207397981551
Test_23_run_1,734348.7320356981,68.94294989395084
Test_23_run_1,734348.7325308104,68.94041709014213
Test_23_run_1,734348.7330260358,68.35981331873951
Test_23_run_1,734348.7335212175,68.14749487021064
Test_23_run_1,734348.7340163229,67.72282906887477
Test_23_run_1,734348.7345113612,67.50474096177274
Test_23_run_1,734348.7350065137,67.69224622672414
Test_23_run_1,734348.7354993102,67.92657074832127
Test_23_run_1,734348.7359920515,68.22659464158868
Test_23_run_1,734348.7364872127,67.99906311389576
Test_23_run_1,734348.7369824717,66.10345657900562
Test_23_run_1,734348.7374777128,66.61345947799875
Test_23_run_1,734348.7379706472,65.47898657229612
Test_23_run_1,734348.7384635184,67.95453413706205
Test_23_run_1,734348.7389587142,68.58043195401667
Test_23_run_1,734348.7394540019,68.38489016198045
Test_23_run_1,734348.7399492732,68.57960850875865
Test_23_run_1,734348.7404445695,68.37411976565961
Test_23_run_1,734348.7409399084,68.35021184609103
Test_23_run_1,734348.7414328678,66.80723233680278
Test_23_run_1,734348.7419258017,65.89769254120594
Test_23_run_1,734348.7424211347,65.89557084423862
Test_23_run_1,734348.7429164851,66.08964689362647
Test_23_run_1,734348.7434118203,67.61262145192522
Test_23_run_1,734348.743904862,67.45353459499809
Test_23_run_1,734348.7443978868,66.1234964181627
Test_23_run_1,734348.7448932682,66.49859317114594
Test_23_run_1,734348.7453886537,66.28937756776797
Test_23_run_1,734348.7458839398,64.86474185326763
Test_23_run_1,734348.7463769382,63.89884163126602
Test_23_run_1,734348.7468699683,66.97715872960895
Test_23_run_1,734348.7473653838,67.36904136955808
Test_23_run_1,734348.7478609222,65.55131713567435
Test_23_run_1,734348.7483564211,66.37292610845556
Test_23_run_1,734348.7488495727,67.50589067773033
Test_23_run_1,734348.7493428079,67.64575225773659
Test_23_run_1,734348.7498383338,67.92783374073528
Test_23_run_1,734348.7503338028,68.06870298227398
Test_23_run_1,734348.7508269637,65.44145443551096
Test_23_run_1,734348.7513199666,66.40983687706401
Test_23_run_1,734348.7518154134,66.41421102226036
Test_23_run_1,734348.7523109722,68.3873238514529
Test_23_run_1,734348.7528064427,68.2752488394405
Test_23_run_1,734348.7532995905,69.14696989367596
Test_23_run_1,734348.7537928729,68.80895356189397
Test_23_run_1,734348.7542884891,69.2306061191602
Test_23_run_1,734348.7547841385,67.54000186012574
Test_23_run_1,734348.755277446,66.44639544936413
Test_23_run_1,734348.7557706216,66.98253541644814
Test_23_run_1,734348.7562661732,68.13079547935055
Test_23_run_1,734348.7567617068,68.05352214783778
Test_23_run_1,734348.757254942,67.03525322875807
Test_23_run_1,734348.7577482021,66.49393050521557
Test_23_run_1,734348.7582439124,66.01710565440261
Test_23_run_1,734348.7587395704,65.97265343826056
Test_23_run_1,734348.7592329591,68.23996962004695
Test_23_run_1,734348.759726512,65.55775786435058
Test_23_run_1,734348.7602223177,66.91797637703586
Test_23_run_1,734348.7607180715,67.28289039367458
Test_23_run_1,734348.7612114823,68.34588637109051
Test_23_run_1,734348.7617048349,67.86050817335212
Test_23_run_1,734348.7622006343,67.76503376838126
Test_23_run_1,734348.7626940622,65.17588712440119
Test_23_run_1,734348.7631874337,66.08802906608881
Test_23_run_1,734348.7636831694,66.2706828716537
Test_23_run_1,734348.7641790065,67.70229194564806
Test_23_run_1,734348.764672507,69.22386583797784
Test_23_run_1,734348.7651660966,68.39358790280711
Test_23_run_1,734348.7656596303,68.97508348972798
Test_23_run_1,734348.7661533201,68.76594537170826
Test_23_run_1,734348.7666492676,66.3615977629405
Test_23_run_1,734348.7671427169,67.26057656529062
Test_23_run_1,734348.7676362896,69.07273049327644
Test_23_run_1,734348.7681322185,68.83303089437841
Test_23_run_1,734348.7686280996,69.5945553161312
Test_23_run_1,734348.7691216315,70.85876074044725
Test_23_run_1,734348.7696151605,67.19256403075907
Test_23_run_1,734348.770111133,68.51601021240795
Test_23_run_1,734348.770604789,69.02352192453512
Test_23_run_1,734348.7710984208,69.63144199291266
Test_23_run_1,734348.7715943606,69.18099093141244
Test_23_run_1,734348.7720880121,66.72728683676209
Test_23_run_1,734348.7725816627,65.78109036760797
Test_23_run_1,734348.7730775996,68.50842571900854
Test_23_run_1,734348.7735736399,68.56739978480685
Test_23_run_1,734348.7740673824,68.99402377586065
Test_23_run_1,734348.7745610873,68.35121078362948
Test_23_run_1,734348.7750548732,67.6742253217364
Test_23_run_1,734348.7755486248,68.24086619543804
Test_23_run_1,734348.7760447353,67.36248619651523
Test_23_run_1,734348.7765386695,66.4545347069282
Test_23_run_1,734348.7770325681,68.95849645060714
Test_23_run_1,734348.7775287135,69.0426658959119
Test_23_run_1,734348.77802243,68.6511207767367
Test_23_run_1,734348.778516224,67.85869509675115
Test_23_run_1,734348.7790099691,66.36939672912398
Test_23_run_1,734348.7795038088,69.19923103701221
Test_23_run_1,734348.7800000303,69.8326365007508
Test_23_run_1,734348.7804938853,70.52807041554199
Test_23_run_1,734348.7809877524,68.54434149115718
Test_23_run_1,734348.7814839615,68.43880344226736
Test_23_run_1,734348.7819779116,67.1668508374085
Test_23_run_1,734348.7824718335,69.5298226038127
Test_23_run_1,734348.7829656742,71.31793940311978
Test_23_run_1,734348.7834595495,67.06438118388958
Test_23_run_1,734348.7839557765,69.21498017340097
Test_23_run_1,734348.7844497898,70.43767207227846
Test_23_run_1,734348.7849437004,70.97421256505838
Test_23_run_1,734348.7854398979,68.97291339067692
Test_23_run_1,734348.7859337368,66.06382164334303
Test_23_run_1,734348.7864277062,69.42360054103786
Test_23_run_1,734348.7869217125,70.60217018922971
Test_23_run_1,734348.7874156635,69.70061061080914
Test_23_run_1,734348.7879121078,67.89623679141147
Test_23_run_1,734348.7884062243,65.65068419483504
Test_23_run_1,734348.7889003749,69.48096558658148
Test_23_run_1,734348.7893944641,70.19606450905628
Test_23_run_1,734348.7898885624,69.70079702273621
Test_23_run_1,734348.7903849068,69.59536233191055
Test_23_run_1,734348.7908791327,66.05366490334761
Test_23_run_1,734348.7913732142,69.1347776682185
Test_23_run_1,734348.7918674198,71.13972751757409
Test_23_run_1,734348.7923591844,71.63467969160708
Test_23_run_1,734348.7928534464,67.97358084283049
Test_23_run_1,734348.7933501278,70.00856169538383
Test_23_run_1,734348.7938444245,70.82512476369374
Test_23_run_1,734348.794338727,71.92712393503824
Test_23_run_1,734348.7948330807,72.5124110630347
Test_23_run_1,734348.7953274414,68.50260888273053
Test_23_run_1,734348.7958217483,70.24407634354094
Test_23_run_1,734348.7963159443,73.3228998372446
Test_23_run_1,734348.7968102824,72.71498108104731
Test_23_run_1,734348.7973046355,70.84766022725586
Test_23_run_1,734348.797798971,68.71684560697491
Test_23_run_1,734348.798293391,72.93332043029265
Test_23_run_1,734348.7987902373,73.11238551228358
Test_23_run_1,734348.7992844938,70.54235471659065
Test_23_run_1,734348.7997787636,69.30387312480138
Test_23_run_1,734348.8002731238,72.67446264996573
Test_23_run_1,734348.8007674558,71.8486680239
Test_23_run_1,734348.8012618643,68.00041621117006
Test_23_run_1,734348.8017562991,70.0426739470925
Test_23_run_1,734348.802250748,71.19744871346435
Test_23_run_1,734348.8027453502,70.37796497942846
Test_23_run_1,734348.8032399812,68.18689350058168
Test_23_run_1,734348.8037344035,67.48264114725997
Test_23_run_1,734348.8042287567,71.1595545855754
Test_23_run_1,734348.8047232485,70.00701554063329
Test_23_run_1,734348.8052178347,67.24257131524881
Test_23_run_1,734348.8057123334,67.34753313153618
Test_23_run_1,734348.8062069041,71.2724441999288
Test_23_run_1,734348.8067014574,69.0992820106909
Test_23_run_1,734348.8071959506,67.00580748368927
Test_23_run_1,734348.8076903414,71.57634758496992
Test_23_run_1,734348.8081847866,72.05233102252875
Test_23_run_1,734348.8086792594,70.36774462777457
Test_23_run_1,734348.8091738444,67.61230330501039
Test_23_run_1,734348.8096661139,72.62656850903946
Test_23_run_1,734348.810160713,72.06280837078201
Test_23_run_1,734348.8106554163,67.56196930851702
Test_23_run_1,734348.8111501668,70.7709193550744
Test_23_run_1,734348.8116447859,73.84306176187977
Test_23_run_1,734348.8121394172,71.32171460459485
Test_23_run_1,734348.8126340908,68.9176734660423
Test_23_run_1,734348.8131288169,73.32639047663649
Test_23_run_1,734348.8136234115,70.47637060860164
Test_23_run_1,734348.8141179507,69.51741616259461
Test_23_run_1,734348.8146126667,73.23303294837142
Test_23_run_1,734348.8151049849,67.97701979961809
Test_23_run_1,734348.8155997621,70.33057927475427
Test_23_run_1,734348.8160945283,72.1793464068695
Test_23_run_1,734348.8165892512,68.62945466661641
Test_23_run_1,734348.8170840282,68.61953212661051
Test_23_run_1,734348.8175788354,71.54093056427648
Test_23_run_1,734348.818073682,71.80695887561392
Test_23_run_1,734348.8185661339,65.43590364094102
Test_23_run_1,734348.819060939,70.80418456513105
Test_23_run_1,734348.8195557203,72.3317828804642
Test_23_run_1,734348.8200505214,70.63146092364718
Test_23_run_1,734348.8205452333,67.9904841091148
Test_23_run_1,734348.8210400309,72.50850510117651
Test_23_run_1,734348.8215348978,73.79015980606763
Test_23_run_1,734348.8220275361,69.25929453686791
Test_23_run_1,734348.8225223925,72.35315294978614
Test_23_run_1,734348.8230173246,74.5690019509787
Test_23_run_1,734348.8235121805,71.03167543534178
Test_23_run_1,734348.824007066,71.57889783812873
Test_23_run_1,734348.8244995449,75.04610492236046
Test_23_run_1,734348.8249943628,72.68892463475957
Test_23_run_1,734348.8254893345,70.17071364036124
Test_23_run_1,734348.8259842274,74.34115867334448
Test_23_run_1,734348.8264791449,73.69790247029508
Test_23_run_1,734348.8269717933,70.73692637692913
Test_23_run_1,734348.8274667617,75.38155536275234
Test_23_run_1,734348.8279615972,72.57958289162204
Test_23_run_1,734348.8284564568,71.33651717410676
Test_23_run_1,734348.828951321,72.67691541829306
Test_23_run_1,734348.8294462024,68.61971358946926
Test_23_run_1,734348.8299411301,73.90510729276438
Test_23_run_1,734348.8304336222,67.44137133596051
Test_23_run_1,734348.830928667,73.33998984912725
Test_23_run_1,734348.8314236331,71.9426011633736
Test_23_run_1,734348.8319185682,67.97867523840208
Test_23_run_1,734348.8324136214,73.28516862482854
Test_23_run_1,734348.8329062078,67.94287067848097
Test_23_run_1,734348.8334012444,70.12758648815307
Test_23_run_1,734348.8338964488,72.79509273565179
Test_23_run_1,734348.8343892461,66.67989122780742
Test_23_run_1,734348.8348843916,72.29970883749816
Test_23_run_1,734348.8353795889,73.51587457850681
Test_23_run_1,734348.8358723532,67.45346169848715
Test_23_run_1,734348.8363673695,74.12147592045304
Test_23_run_1,734348.8368624392,71.16806756365679
Test_23_run_1,734348.8373575883,70.67610602395773
Test_23_run_1,734348.8378527017,74.64285996328479
Test_23_run_1,734348.8383455257,71.63781880605491
